id,type,address,number,postal_code,municipality,province,location,public,available,hours,concat_address,location_geo,coords,lat,lon,alt
87.0,,Uitbreidingstraat,,2600.0,Berchem,Antwerpen,,,,,"Uitbreidingstraat , Antwerpen, 2600, Belgique","Uitbreidingstraat, Oud-Berchem, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien","(51.1971308, 4.4300786, 0.0)",51.1971308,4.4300786,0.0
102.0,,Nieuwe Weg ,1.0,2070.0,ZWIJNDRECHT,Antwerpen,,Y,,,"Nieuwe Weg  1, Antwerpen, 2070, Belgique","1, Nieuwe Weg, Zwijndrecht, Antwerpen, Vlaanderen, 2070, België / Belgique / Belgien","(51.2341134, 4.3204443961465735, 0.0)",51.2341134,4.3204443961465735,0.0
277.0,Appareil Mobile- Mobiel apparaat,Adriaan Brouwerstraat,24.0,2000.0,Antwerpen,Antwerpen,,,,,"Adriaan Brouwerstraat 24, Antwerpen, 2000, Belgique","Grimaldi, 24, Adriaan Brouwerstraat, Nieuwstad-Cadix, Eilandje, Sint-Anna, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.22736125, 4.404384087968529, 0.0)",51.22736125,4.404384087968529,0.0
282.0,,Kempenarestraat,53.0,2860.0,Sint-Katelijne-Waver,Antwerpen,,Y,,,"Kempenarestraat 53, Antwerpen, 2860, Belgique","Kempenarestraat, Sint-Katelijne-Waver, Mechelen, Antwerpen, Vlaanderen, 2860, België / Belgique / Belgien","(51.0648368, 4.5191621, 0.0)",51.0648368,4.5191621,0.0
319.0,,Sint-Katelijnestraat ,154.0,2800.0,Mechelen,Antwerpen,,,,,"Sint-Katelijnestraat  154, Antwerpen, 2800, Belgique","idewe, 154, Sint-Katelijnestraat, Marokken, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0340562, 4.4755927, 0.0)",51.0340562,4.4755927,0.0
321.0,,Patersstraat,100.0,2300.0,Turnhout,Antwerpen,,,,,"Patersstraat 100, Antwerpen, 2300, Belgique","Paterspand, 100, Patersstraat, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.3269454, 4.950121494714731, 0.0)",51.3269454,4.950121494714731,0.0
398.0,,Haarlebeek,3.0,2275.0,Lille,Antwerpen,,,,,"Haarlebeek 3, Antwerpen, 2275, Belgique","3, Haarlebeek, Lille, Turnhout, Antwerpen, Vlaanderen, 2275, België / Belgique / Belgien","(51.2812474, 4.831571119776004, 0.0)",51.2812474,4.831571119776004,0.0
399.0,,Pedro Colomalaan,25.0,2880.0,Bornem,Antwerpen,,,,,"Pedro Colomalaan 25, Antwerpen, 2880, Belgique","25, Pedro Colomalaan, Bornem, Mechelen, Antwerpen, Vlaanderen, 2880, België / Belgique / Belgien","(51.08715575, 4.262119157411085, 0.0)",51.08715575,4.262119157411085,0.0
409.0,,Vlasland,4.0,2260.0,Westerlo,Antwerpen,,Y,,,"Vlasland 4, Antwerpen, 2260, Belgique","Vlaspand, 2,4,6, Vlasland, Zoerle-Parwijs, Westerlo, Turnhout, Antwerpen, Vlaanderen, 2260, België / Belgique / Belgien","(51.0956788, 4.872052207977313, 0.0)",51.0956788,4.872052207977313,0.0
414.0,,Slachthuislaan,74.0,2060.0,Antwerpen,Antwerpen,,,,,"Slachthuislaan 74, Antwerpen, 2060, Belgique","Albert Heijn, 74, Slachthuislaan, Dam, Antwerpen-Noord, Antwerpen, Vlaanderen, 2060, België / Belgique / Belgien","(51.2289255, 4.4378719325387195, 0.0)",51.2289255,4.4378719325387195,0.0
420.0,,Weerstandlaan,24.0,2660.0,Hoboken,Antwerpen,,,,,"Weerstandlaan 24, Antwerpen, 2660, Belgique","Basic-Fit, 24, Weerstandlaan, Zwaantjes, Hoboken, Antwerpen, Vlaanderen, 2660, België / Belgique / Belgien","(51.1863736, 4.3713563, 0.0)",51.1863736,4.3713563,0.0
431.0,,Liersestwg.,4.0,2800.0,Mechelen,Antwerpen,,,,,"Liersestwg. 4, Antwerpen, 2800, Belgique","Telenet, 4, Liersesteenweg, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0355255, 4.48328116001429, 0.0)",51.0355255,4.48328116001429,0.0
450.0,,Lamorinierestraat,,2018.0,Antwerpen,Antwerpen,,Y,,,"Lamorinierestraat , Antwerpen, 2018, Belgique","Lamorinièrestraat, Groen Kwartier, Haringrode, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien","(51.206753, 4.4231305, 0.0)",51.206753,4.4231305,0.0
451.0,,Riderveldlaan,5.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Riderveldlaan 5, Antwerpen, 2018, Belgique",,,,,
455.0,,Schaliehoevestraat ,12.0,2220.0,Heist-Op-Den-Berg,Antwerpen,,,,,"Schaliehoevestraat  12, Antwerpen, 2220, Belgique","12-12A, Schaliehoevestraat, Zone E, Achterheide, Heist-op-den-Berg, Mechelen, Antwerpen, Vlaanderen, 2220, België / Belgique / Belgien","(51.0564627, 4.69937549876453, 0.0)",51.0564627,4.69937549876453,0.0
457.0,,Cipaalstraat ,8.0,2440.0,Geel,Antwerpen,,,,,"Cipaalstraat  8, Antwerpen, 2440, Belgique",,,,,
460.0,,Nekkerspoelstraat,199.0,2800.0,Mechelen,Antwerpen,,,,,"Nekkerspoelstraat 199, Antwerpen, 2800, Belgique","199, Nekkerspoelstraat, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0321215, 4.4977788499999996, 0.0)",51.0321215,4.4977788499999996,0.0
471.0,,Steenweg op Zevendonk ,18.0,2300.0,Turnhout,Antwerpen,,Y,,,"Steenweg op Zevendonk  18, Antwerpen, 2300, Belgique","Sporthal Stadspark, 18, Steenweg op Zevendonk, Schorvoort, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.3084446, 4.9479040730835955, 0.0)",51.3084446,4.9479040730835955,0.0
472.0,,Uilenbaan,15.0,2160.0,Wommelgem,Antwerpen,,,,,"Uilenbaan 15, Antwerpen, 2160, Belgique","15, Uilenbaan, Beemdkant, Wommelgem, Antwerpen, Vlaanderen, 2160, België / Belgique / Belgien","(51.21313845, 4.502395060372304, 0.0)",51.21313845,4.502395060372304,0.0
475.0,,Steenweg op Tielen ,51.0,2300.0,Turnhout,Antwerpen,,Y,,,"Steenweg op Tielen  51, Antwerpen, 2300, Belgique","51, Steenweg op Tielen, Everdongen, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.302445649999996, 4.934570430596919, 0.0)",51.302445649999996,4.934570430596919,0.0
485.0,,Parklaan ,,2300.0,Turnhout,Antwerpen,,N,,,"Parklaan  , Antwerpen, 2300, Belgique","Parklaan, Blijkhoef, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.3124148, 4.944234, 0.0)",51.3124148,4.944234,0.0
488.0,,Motstraat,32.0,2800.0,Mechelen,Antwerpen,,,,,"Motstraat 32, Antwerpen, 2800, Belgique","Plantyn Nv, 30;32, Motstraat, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.01371005, 4.489726223451541, 0.0)",51.01371005,4.489726223451541,0.0
489.0,,Zeutestraat ,5.0,2800.0,Mechelen,Antwerpen,,,,,"Zeutestraat  5, Antwerpen, 2800, Belgique","Wolters Kluwer, 5;7, Zeutestraat, Ragheno Business Park, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0102464, 4.492278993573114, 0.0)",51.0102464,4.492278993573114,0.0
498.0,,Laarstraat,16.0,2610.0,Wilrijk,Antwerpen,,,,,"Laarstraat 16, Antwerpen, 2610, Belgique","Teva Pharma Belgium, 16,16A,16C,16D, Laarstraat, Hoogte, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien","(51.17400295, 4.395629734141381, 0.0)",51.17400295,4.395629734141381,0.0
517.0,,Nijverheidsstraat,7.0,2260.0,Westerlo,Antwerpen,,Y,,,"Nijverheidsstraat 7, Antwerpen, 2260, Belgique","Henkel Belgium, 7,7A, Nijverheidsstraat, Westerlo-Hoogbuul, Oevel, Westerlo, Turnhout, Antwerpen, Vlaanderen, 2260, België / Belgique / Belgien","(51.13388395, 4.931680015716093, 0.0)",51.13388395,4.931680015716093,0.0
518.0,,Boomsestweg,957.0,2610.0,Wilrijk,Antwerpen,,,,,"Boomsestweg 957, Antwerpen, 2610, Belgique",,,,,
519.0,,Ingberthoeveweg ,7.0,2630.0,Aartselaar,Antwerpen,,,,,"Ingberthoeveweg  7, Antwerpen, 2630, Belgique","Atlas Copco Airpower - Portable Air Division, 7, Ingberthoeveweg, Aartselaar, Antwerpen, Vlaanderen, 2630, België / Belgique / Belgien","(51.1492895, 4.399614895611817, 0.0)",51.1492895,4.399614895611817,0.0
520.0,,Boomsestwg.,957.0,2610.0,Wilrijk,Antwerpen,,,,,"Boomsestwg. 957, Antwerpen, 2610, Belgique","Atlas Copco C7, C6 and EDP, 957, Boomsesteenweg, Neerland, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien","(51.1492909, 4.385665088253723, 0.0)",51.1492909,4.385665088253723,0.0
521.0,,Boomsestwg. ,957.0,2610.0,Wilrijk,Antwerpen,,,,,"Boomsestwg.  957, Antwerpen, 2610, Belgique","Atlas Copco C7, C6 and EDP, 957, Boomsesteenweg, Neerland, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien","(51.1492909, 4.385665088253723, 0.0)",51.1492909,4.385665088253723,0.0
526.0,,Klaproosstraat ,12.0,2340.0,Beerse,Antwerpen,,,,,"Klaproosstraat  12, Antwerpen, 2340, Belgique","12, Klaproosstraat, Beerse, Turnhout, Antwerpen, Vlaanderen, 2340, België / Belgique / Belgien","(51.3260368, 4.8659607344631794, 0.0)",51.3260368,4.8659607344631794,0.0
532.0,,Grotesteenweg,214.0,2600.0,Berchem,Antwerpen,,,,,"Grotesteenweg 214, Antwerpen, 2600, Belgique","Crelan-AXA Bank, 214, Grotesteenweg, Oud-Berchem, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien","(51.1932989, 4.422431873109934, 0.0)",51.1932989,4.422431873109934,0.0
536.0,,Grote Steenweg ,214.0,2600.0,Berchem,Antwerpen,,,,,"Grote Steenweg  214, Antwerpen, 2600, Belgique","Crelan-AXA Bank, 214, Grotesteenweg, Oud-Berchem, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien","(51.1932989, 4.422431873109934, 0.0)",51.1932989,4.422431873109934,0.0
568.0,,Nijverheidsstraat,9.0,2260.0,OEVEL,Antwerpen,,Y,,,"Nijverheidsstraat 9, Antwerpen, 2260, Belgique","9,9B, Nijverheidsstraat, Westerlo-Hoogbuul, Oevel, Westerlo, Turnhout, Antwerpen, Vlaanderen, 2260, België / Belgique / Belgien","(51.1343083, 4.930470800796512, 0.0)",51.1343083,4.930470800796512,0.0
570.0,,Wilrijkstraat,8.0,2650.0,Edegem,Antwerpen,,,,,"Wilrijkstraat 8, Antwerpen, 2650, Belgique","8, Wilrijkstraat, Borgerhout Intra Muros, Borgerhout, Antwerpen, Vlaanderen, 2140, België / Belgique / Belgien","(51.210038999999995, 4.438178349504806, 0.0)",51.210038999999995,4.438178349504806,0.0
577.0,,Motstraat,40.0,2800.0,Mechelen,Antwerpen,,,,,"Motstraat 40, Antwerpen, 2800, Belgique","40, Motstraat, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0137104, 4.4910135, 0.0)",51.0137104,4.4910135,0.0
580.0,,A. Van Dijckstraat,10.0,2300.0,Turnhout,Antwerpen,,,,,"A. Van Dijckstraat 10, Antwerpen, 2300, Belgique",,,,,
616.0,,Belgiëlei,34.0,2018.0,Antwerpen,Antwerpen,,,,,"Belgiëlei 34, Antwerpen, 2018, Belgique","34, Belgiëlei, Klein-Antwerpen, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien","(51.2084318, 4.421168905665745, 0.0)",51.2084318,4.421168905665745,0.0
629.0,,Onder den toren  ,5.0,2800.0,Mechelen,Antwerpen,,,,,"Onder den toren   5, Antwerpen, 2800, Belgique","ACV Mechelen, 5A, Onder-den-Toren, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0277644, 4.4768633, 0.0)",51.0277644,4.4768633,0.0
632.0,,Boudewijnstraat,4.0,2280.0,Grobbendonk,Antwerpen,,,,,"Boudewijnstraat 4, Antwerpen, 2280, Belgique","Gemeentehuis Grobbendonk, 4, Boudewijnstraat, Grobbendonk, Turnhout, Antwerpen, Vlaanderen, 2280, België / Belgique / Belgien","(51.19016585, 4.73807909969659, 0.0)",51.19016585,4.73807909969659,0.0
633.0,,Molendreef ,8.0,2280.0,Grobbendonk,Antwerpen,,Y,,,"Molendreef  8, Antwerpen, 2280, Belgique","De Molen, 8, Molendreef, Bouwel, Grobbendonk, Turnhout, Antwerpen, Vlaanderen, 2288, België / Belgique / Belgien","(51.16387885, 4.745147735395027, 0.0)",51.16387885,4.745147735395027,0.0
740.0,,Nijverheidsstraat,15.0,2260.0,Oevel,Antwerpen,,Y,,,"Nijverheidsstraat 15, Antwerpen, 2260, Belgique","13,15, Nijverheidsstraat, Hulshout, Turnhout, Antwerpen, Vlaanderen, 2235, België / Belgique / Belgien","(51.0807301, 4.813293, 0.0)",51.0807301,4.813293,0.0
741.0,,Nijverheidsstraat,15.0,2260.0,OEVEL,Antwerpen,,Y,,,"Nijverheidsstraat 15, Antwerpen, 2260, Belgique","13,15, Nijverheidsstraat, Hulshout, Turnhout, Antwerpen, Vlaanderen, 2235, België / Belgique / Belgien","(51.0807301, 4.813293, 0.0)",51.0807301,4.813293,0.0
804.0,,Liersesteenweg,15.0,2640.0,Mortsel,Antwerpen,,,,,"Liersesteenweg 15, Antwerpen, 2640, Belgique","15, Liersesteenweg, Oude God, Mortsel, Antwerpen, Vlaanderen, 2640, België / Belgique / Belgien","(51.1711091, 4.4606441, 0.0)",51.1711091,4.4606441,0.0
808.0,,Frankrijklei,79.0,2018.0,Antwerpen,Antwerpen,,,,,"Frankrijklei 79, Antwerpen, 2018, Belgique","79, Frankrijklei, Diamant, Centraal Station, Antwerpen-Noord, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.2146996, 4.413352382461593, 0.0)",51.2146996,4.413352382461593,0.0
810.0,,St. Cordulastraat,,2900.0,Schoten,Antwerpen,,,,,"St. Cordulastraat , Antwerpen, 2900, Belgique","Sint-Cordulastraat, Schoten, Antwerpen, Vlaanderen, 2900, België / Belgique / Belgien","(51.2508318, 4.4987988, 0.0)",51.2508318,4.4987988,0.0
823.0,,Hombeeksesteenweg ,323.0,2800.0,Mechelen,Antwerpen,,,,,"Hombeeksesteenweg  323, Antwerpen, 2800, Belgique","Procter & Gamble Mechelen, 323, Hombeeksesteenweg, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0144902, 4.4548582, 0.0)",51.0144902,4.4548582,0.0
824.0,,Eggestraat,1.0,2800.0,MECHELEN,Antwerpen,,,,,"Eggestraat 1, Antwerpen, 2800, Belgique","Kellogg's, 1, Eggestraat, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0154768, 4.4642487, 0.0)",51.0154768,4.4642487,0.0
839.0,,Generaal Lemanstraat,69.0,2018.0,Antwerpen,Antwerpen,,,,,"Generaal Lemanstraat 69, Antwerpen, 2018, Belgique","Generaal Lemanstraat, Markgrave, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien","(51.1954656, 4.4111805, 0.0)",51.1954656,4.4111805,0.0
849.0,,Statiestraat,11.0,2560.0,Nijlen,Antwerpen,,,,,"Statiestraat 11, Antwerpen, 2560, Belgique","Het Gesticht, 11, Statiestraat, Nijlen, Mechelen, Antwerpen, Vlaanderen, 2560, België / Belgique / Belgien","(51.16048925, 4.669047853288278, 0.0)",51.16048925,4.669047853288278,0.0
850.0,,Schoolstraat,30.0,2590.0,Berlaar,Antwerpen,,,,,"Schoolstraat 30, Antwerpen, 2590, Belgique","30, Schoolstraat, Berlaar, Mechelen, Antwerpen, Vlaanderen, 2590, België / Belgique / Belgien","(51.11633755, 4.657917889995822, 0.0)",51.11633755,4.657917889995822,0.0
861.0,,Schoonmansveld,28.0,2870.0,Puurs,Antwerpen,,,,,"Schoonmansveld 28, Antwerpen, 2870, Belgique","28, Schoonmansveld, Ruisbroek, Puurs-Sint-Amands, Mechelen, Antwerpen, Vlaanderen, 2870, België / Belgique / Belgien","(51.066206750000006, 4.333995898592674, 0.0)",51.066206750000006,4.333995898592674,0.0
896.0,,Hoogbul ,1.0,2250.0,Olen,Antwerpen,,Y,,,"Hoogbul  1, Antwerpen, 2250, Belgique",,,,,
967.0,,Paaiestraat,17.0,2500.0,Lier,Antwerpen,,,,,"Paaiestraat 17, Antwerpen, 2500, Belgique","Deufol, 17, Paaiestraat, Lier, Mechelen, Antwerpen, Vlaanderen, 2500, België / Belgique / Belgien","(51.15109675, 4.553323567079522, 0.0)",51.15109675,4.553323567079522,0.0
1008.0,,Gemeentestraat,41.0,2560.0,Nijlen,Antwerpen,,Y,,,"Gemeentestraat 41, Antwerpen, 2560, Belgique","Githo Nijlen, 41, Gemeentestraat, Nijlen, Mechelen, Antwerpen, Vlaanderen, 2560, België / Belgique / Belgien","(51.161699299999995, 4.675132240211543, 0.0)",51.161699299999995,4.675132240211543,0.0
1012.0,,Benzineweg,11.0,2020.0,Antwerpen,Antwerpen,,,,,"Benzineweg 11, Antwerpen, 2020, Belgique","Benzineweg, Antwerpen, Vlaanderen, 2020, België / Belgique / Belgien","(51.1967576, 4.3500219, 0.0)",51.1967576,4.3500219,0.0
1020.0,,Brusselstraat,59.0,2018.0,Antwerpen,Antwerpen,,,,,"Brusselstraat 59, Antwerpen, 2018, Belgique","53,55,59,61, Brusselstraat, Brederode, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien","(51.20175405, 4.3909690311093055, 0.0)",51.20175405,4.3909690311093055,0.0
1026.0,,Krijgsbaan,,2600.0,Berchem,Antwerpen,,,,,"Krijgsbaan , Antwerpen, 2600, Belgique","Krijgsbaan, Oude God, Mortsel, Antwerpen, Vlaanderen, 2640, België / Belgique / Belgien","(51.1728528, 4.4466653, 0.0)",51.1728528,4.4466653,0.0
1037.0,,Lieven Gevaertstraat,15.0,2950.0,Kapellen,Antwerpen,,Y,,,"Lieven Gevaertstraat 15, Antwerpen, 2950, Belgique","Lieven Gevaertstraat, Zilverenhoek, Hoogboom-Zilverenhoek, Kapellen, Antwerpen, Vlaanderen, 2950, België / Belgique / Belgien","(51.2994224, 4.4360832, 0.0)",51.2994224,4.4360832,0.0
1048.0,,Straatakkers,1.0,2381.0,Ravels,Antwerpen,,,,,"Straatakkers 1, Antwerpen, 2381, Belgique","1-3, Straatakkers, Weelde, Ravels, Turnhout, Antwerpen, Vlaanderen, 2381, België / Belgique / Belgien","(51.41090165, 5.007451323989796, 0.0)",51.41090165,5.007451323989796,0.0
1049.0,,De Wilders,41.0,2382.0,Ravels,Antwerpen,,,,,"De Wilders 41, Antwerpen, 2382, Belgique","41, De Wilders, Poppel, Ravels, Turnhout, Antwerpen, Vlaanderen, 2382, België / Belgique / Belgien","(51.4537463, 5.044553732857061, 0.0)",51.4537463,5.044553732857061,0.0
1071.0,,Industrieweg,3.0,2880.0,Bornem,Antwerpen,,Y,,,"Industrieweg 3, Antwerpen, 2880, Belgique","3, Industrieweg, Bornem, Mechelen, Antwerpen, Vlaanderen, 2880, België / Belgique / Belgien","(51.090824299999994, 4.26102125982521, 0.0)",51.090824299999994,4.26102125982521,0.0
1072.0,,Hombeeksesteenweg ,323.0,2800.0,Mechelen,Antwerpen,,,,,"Hombeeksesteenweg  323, Antwerpen, 2800, Belgique","Procter & Gamble Mechelen, 323, Hombeeksesteenweg, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0144902, 4.4548582, 0.0)",51.0144902,4.4548582,0.0
1087.0,,Luchthavenlei,,2600.0,Berchem,Antwerpen,,,,,"Luchthavenlei , Antwerpen, 2600, Belgique","Luchthavenlei, Deurne, Antwerpen, Vlaanderen, 2100, België / Belgique / Belgien","(51.1899923, 4.4495849, 0.0)",51.1899923,4.4495849,0.0
1088.0,,Motstraat,40.0,2800.0,Mechelen,Antwerpen,,,,,"Motstraat 40, Antwerpen, 2800, Belgique","40, Motstraat, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0137104, 4.4910135, 0.0)",51.0137104,4.4910135,0.0
1107.0,,Kerkstraat,61.0,2970.0,Schilde,Antwerpen,,,,,"Kerkstraat 61, Antwerpen, 2970, Belgique","Zorgcentrum Sint-Lodewijk, 61, Kerkstraat, 's-Gravenwezel, Schilde, Antwerpen, Vlaanderen, 2970, België / Belgique / Belgien","(51.2642163, 4.557556452625996, 0.0)",51.2642163,4.557556452625996,0.0
1108.0,,Schoolstraat,44.0,2970.0,SCHILDE,Antwerpen,,,,,"Schoolstraat 44, Antwerpen, 2970, Belgique","44, Schoolstraat, Berlaar, Mechelen, Antwerpen, Vlaanderen, 2590, België / Belgique / Belgien","(51.11566045, 4.65797701253587, 0.0)",51.11566045,4.65797701253587,0.0
1109.0,,Brasschaatse Baan,30.0,2970.0,SCHILDE,Antwerpen,,,,,"Brasschaatse Baan 30, Antwerpen, 2970, Belgique",,,,,
1110.0,,Pater Nuyenlaan ,70.0,2970.0,SCHILDE,Antwerpen,,,,,"Pater Nuyenlaan  70, Antwerpen, 2970, Belgique",,,,,
1111.0,,De Kaak Wijnegem Steenweg,,2970.0,SCHILDE,Antwerpen,,,,,"De Kaak Wijnegem Steenweg , Antwerpen, 2970, Belgique",,,,,
1125.0,,C. Van Kerkhovenstraat ,110.0,2880.0,Bornem,Antwerpen,,,,,"C. Van Kerkhovenstraat  110, Antwerpen, 2880, Belgique",,,,,
1142.0,,Lange Gasthuisstraat,20.0,2018.0,Antwerpen,Antwerpen,,,,,"Lange Gasthuisstraat 20, Antwerpen, 2018, Belgique","Banque Centrale Anversoise, 20, Lange Gasthuisstraat, Theaterbuurt, Sint-Anna, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.21520995, 4.404302244942943, 0.0)",51.21520995,4.404302244942943,0.0
1146.0,,Jozef Van cleemputplein ,,2850.0,Boom,Antwerpen,,,,,"Jozef Van cleemputplein  , Antwerpen, 2850, Belgique","Jozef Van Cleemputplein, Boom, Antwerpen, Vlaanderen, 2850, België / Belgique / Belgien","(51.0892281, 4.371531, 0.0)",51.0892281,4.371531,0.0
1148.0,,St - Jobsteenweg ,120.0,2970.0,Schilde,Antwerpen,,,,,"St - Jobsteenweg  120, Antwerpen, 2970, Belgique","Rinkven, 120, Sint Jobsteenweg, 's-Gravenwezel, Schilde, Antwerpen, Vlaanderen, 2970, België / Belgique / Belgien","(51.2827903, 4.579940007576095, 0.0)",51.2827903,4.579940007576095,0.0
1152.0,,Industriepark ,3.0,2235.0,Hulshout,Antwerpen,,,,,"Industriepark  3, Antwerpen, 2235, Belgique","3, Industriepark, Hulshout, Turnhout, Antwerpen, Vlaanderen, 2235, België / Belgique / Belgien","(51.0833299, 4.8038189, 0.0)",51.0833299,4.8038189,0.0
1166.0,,Onze-Lieve-Vrouwlaan ,1.0,2570.0,Duffel,Antwerpen,,,,,"Onze-Lieve-Vrouwlaan  1, Antwerpen, 2570, Belgique","Onze-Lieve-Vrouwlaan, Kwakkelenberg, Duffel, Mechelen, Antwerpen, Vlaanderen, 2570, België / Belgique / Belgien","(51.0937893, 4.5089029, 0.0)",51.0937893,4.5089029,0.0
1177.0,,Groenenborgerlaan ,171.0,2020.0,Antwerpen,Antwerpen,,,,,"Groenenborgerlaan  171, Antwerpen, 2020, Belgique","171, Groenenborgerlaan, Middelheim, Antwerpen, Vlaanderen, 2020, België / Belgique / Belgien","(51.1781958, 4.4158888, 0.0)",51.1781958,4.4158888,0.0
1178.0,,Grote Kauwenberg,2.0,2020.0,Antwerpen,Antwerpen,,,,,"Grote Kauwenberg 2, Antwerpen, 2020, Belgique","Stadscampus: Agora / Sporthal, 2, Grote Kauwenberg, Universiteitsbuurt, Antwerpen-Noord, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.2233349, 4.410990775883231, 0.0)",51.2233349,4.410990775883231,0.0
1225.0,,Spoorwegstraat ,24.0,2300.0,Turnhout,Antwerpen,,Y,,,"Spoorwegstraat  24, Antwerpen, 2300, Belgique","Werkloosheidsbureau Turnhout, 24, Spoorwegstraat, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.319053, 4.936485430380484, 0.0)",51.319053,4.936485430380484,0.0
1229.0,,Stationsstraat,,2800.0,Mechelen,Antwerpen,,Y,,,"Stationsstraat , Antwerpen, 2800, Belgique","Stationsstraat, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0192879, 4.484197, 0.0)",51.0192879,4.484197,0.0
1235.0,,Lentestraat ,23.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Lentestraat  23, Antwerpen, 2018, Belgique","23, Lentestraat, Wiekevorst, Heist-op-den-Berg, Mechelen, Antwerpen, Vlaanderen, 2222, België / Belgique / Belgien","(51.10418695, 4.7882978514152255, 0.0)",51.10418695,4.7882978514152255,0.0
1243.0,,Hopland,2.0,2018.0,Antwerpen,Antwerpen,,,,,"Hopland 2, Antwerpen, 2018, Belgique","Horta Grand Café, 2, Hopland, Theaterbuurt, Antwerpen-Noord, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.2164144, 4.4093343, 0.0)",51.2164144,4.4093343,0.0
1245.0,,Eiermarkt ,,2018.0,Antwerpen,Antwerpen,,,,,"Eiermarkt  , Antwerpen, 2018, Belgique","Eiermarkt, Historisch Centrum, Sint-Anna, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.2188625, 4.404507, 0.0)",51.2188625,4.404507,0.0
1256.0,,Leuvenseweg ,474.0,2812.0,Muizen,Antwerpen,,,,,"Leuvenseweg  474, Antwerpen, 2812, Belgique",,,,,
1261.0,,Distelvinklaan,22.0,2660.0,Hoboken,Antwerpen,,Y,,,"Distelvinklaan 22, Antwerpen, 2660, Belgique","GO! Koninklijk Atheneum Hoboken, 22,22A, Distelvinklaan, Vogeltjeswijk, Hoboken, Antwerpen, Vlaanderen, 2660, België / Belgique / Belgien","(51.16994865, 4.360859475, 0.0)",51.16994865,4.360859475,0.0
1271.0,,Liersesteenweg ,2.0,2800.0,Mechelen,Antwerpen,,,,,"Liersesteenweg  2, Antwerpen, 2800, Belgique","Arresthuis, 2, Liersesteenweg, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0342856, 4.484204511795472, 0.0)",51.0342856,4.484204511795472,0.0
1294.0,,Gemeenteplein ,1.0,2580.0,Putte,Antwerpen,,,,,"Gemeenteplein  1, Antwerpen, 2580, Belgique","1, Gemeenteplein, Putte, Mechelen, Antwerpen, Vlaanderen, 2580, België / Belgique / Belgien","(51.05699195, 4.627953696774755, 0.0)",51.05699195,4.627953696774755,0.0
1295.0,,Mechelbaan ,604.0,2580.0,Putte,Antwerpen,,,,,"Mechelbaan  604, Antwerpen, 2580, Belgique","Gemeenschapscentrum Klein Boom, 604, Mechelbaan, Putte, Mechelen, Antwerpen, Vlaanderen, 2580, België / Belgique / Belgien","(51.05092525, 4.61381540975562, 0.0)",51.05092525,4.61381540975562,0.0
